2-gram,*/*,2/*,3/*,4/*,5/*,6/*,7/*,8/*,9/*,2/1:2,3/1:2,3/2:3,4/1:2,4/2:3,4/3:4,5/1:2,5/2:3,5/3:4,5/4:5,6/1:2,6/2:3,6/3:4,6/4:5,6/5:6,7/1:2,7/2:3,7/3:4,7/4:5,7/5:6,7/6:7,8/1:2,8/2:3,8/3:4,8/4:5,8/5:6,8/6:7,8/7:8,9/1:2,9/2:3,9/3:4,9/4:5,9/5:6,9/6:7,9/7:8,9/8:9,*/1:2,*/2:3,*/3:4,*/4:5,*/5:6,*/6:7,*/7:8,*/8:9,*/9:10,*/-9:-8,*/-8:-7,*/-7:-6,*/-6:-5,*/-5:-4,*/-4:-3,*/-3:-2,*/-2:-1
YB,121220724,278870,1,112790,44871166,9026798,20632888,11101934,26273108,278870,1,1,112790,1,1,1,1683402,43187765,1,1,8811842,214957,1,1,1,2815730,16772946,1044214,1,1,1,1,8588550,2282290,231096,1,1,1,840558,698028,407823,24326702,1,1,1,391659,19553813,69563851,5854804,24997962,740343,1,1,118298,2150097,1064997,2454192,12264784,52934119,3286455,43187765,278870
TP,121089392,2090415,11308430,2849582,1,65241109,6894342,7541696,6899237,2090415,1916594,9391837,1,297447,2552136,1,1,1,1,1,1319429,63921681,1,1,1,1,6894342,1,1,1,1,1,1604612,5937085,1,1,1,1,1,254098,5960264,561944,122934,1,1,4007008,11008711,79788397,20149883,667924,5467474,1,1,1,2624972,4888747,5466392,12653293,14712797,64044614,2214040,14034386
XH,117618667,244236,456562,1,836811,1775648,30607437,12229103,27721765,244236,109025,347538,1,1,1,694339,1,142473,1,1,1560306,215343,1,1,1,30229952,258787,118700,1,1,1,11710759,138111,380235,1,1,1,1,27721765,1,1,1,1,1,1,1047598,113128088,754711,2688273,1,1,1,1,1,30404020,27837156,11710759,30368062,2893664,334042,251497,591773
UX,110947767,325747,8426750,23863157,10739947,26150316,5733554,10092262,15923012,325747,1,8426750,108741,392219,23362199,143996,1706792,1,8889161,1,14613165,1928768,751403,8856983,1,458683,1039847,1,1,4235026,221988,2489744,699895,149903,1,1,6530736,1,13449725,684723,1,102534,1,1,1686033,800469,50448453,27715428,9790465,9430278,4235026,6530736,1686033,167057,4234370,13671712,3645228,1158577,16049441,3744299,1143621,62623514
TZ,108527541,219554,1827131,9843519,16364561,14753991,13753083,11344422,15981804,219554,1827131,1,178271,336891,9328359,143483,114650,1223404,14883027,1,1,578567,111054,14064372,1,318720,3039069,3289887,942262,6163149,1,1,855648,1222532,1765432,481540,7019274,1,1,416122,7771882,1709323,426466,1,5658015,2368436,770259,22778023,40245228,19039126,7598468,8112127,5658015,1548722,3100993,16684126,976873,9588293,6516047,7573596,4922277,58923325
BV,108385070,4184867,1536331,1,1,120336,54088496,1897874,40617525,4184867,435795,1100537,1,1,1,1,1,1,1,1,1,120336,1,1,1,52896672,1191825,1,1,1,1,969780,274400,1,653696,1,1,1,39947521,670005,1,1,1,1,1,4620661,95156338,7954378,1,653696,1,1,1,1,392301,45253036,1639784,53171071,1191825,774031,435795,5285403
MF,107664448,1387125,7695663,105653,163210,237398,35150045,5010157,3458725,1387125,1922138,5773526,1,105653,1,1,1,163210,1,1,1,237398,1,1,1,1,26910287,8239759,1,1,1,1,3914265,1095893,1,1,1,1,1,2995683,463043,1,1,1,1,3309262,5879178,63775639,9953007,10374289,14373078,1,1,1,35409854,8169907,3854519,6419539,35087917,8477156,2190999,7160650
WD,99767463,1293614,563349,1497728,28725320,30564508,20301852,9579451,3017363,1293614,324135,239215,1,1,1497728,1,1,1541875,27183446,1,1,19860652,6939849,3764009,1,1,4822360,15479493,1,1,1,1,4182061,4622042,775350,1,1,1,1,134361,434944,143859,2304202,1,1,1617748,239215,32039032,54791484,6145805,2304202,1,2629983,1,1,130199,828120,5387350,10792974,39844961,8805857,33978008
OZ,97904997,4439662,1338762,3260865,31282004,29773257,9902309,4849625,2831401,4439662,192568,1146195,1,2819143,441723,5048658,22674639,2934454,624256,256812,14649565,13735487,784267,347130,1,2400956,698509,589549,4794277,1419022,1,461656,239299,2294727,1379414,474533,1,1,191796,251079,133736,1470495,784299,1,1,9937697,47395515,18300546,5939218,8324824,5344535,1038165,1518360,1,3172058,1049369,3087446,3228352,25823047,40897232,11999237,8417983
YW,95070268,1,1,355948,166750,19549792,9593869,22420153,9418272,1,1,1,355948,1,1,1,166750,1,1,1,558115,18991678,1,1,1,1,9593869,1,1,1,1,1,21407208,521945,491002,1,1,1,1,1,1,9418272,1,1,1,355948,724864,50194201,5210311,37881763,340180,363007,1,1,201449,1710528,3562438,48944115,20646368,20005375,1,1
KH,89811518,794495,2406716,15723465,8286415,9435215,14594791,11028474,11854486,794495,2406716,1,12116498,1,3606968,3892905,1,4230930,162582,3088404,403119,779308,379317,4785071,2384293,240412,5192165,6084158,693767,1,2659759,1,1507387,5738003,813755,1,309574,1,381761,731423,3796744,6474329,470233,1,1,30517273,1025290,16331512,17443734,23161221,707255,426275,1,1,117039,8782417,6335386,11469595,21817218,20462912,7710727,9658686
GD,89087729,1429604,9604861,1,2270517,1719836,57003499,9683430,3624053,1429604,9332320,272542,1,1,1,1,1820038,450480,1,382156,1,1337681,1,1,1,1,816928,55872272,314301,1,1,1,1440513,7303067,939852,1,1,1,1,2537379,1,1086675,1,1,1,11144078,2206565,6755590,63694493,3893183,1,1176292,217534,1,625686,105697,2936251,3186621,9424201,61010036,10097099,1702145
BM,88228720,1600700,11604038,1180612,524820,16546383,2077164,649600,31770596,1600700,3491951,8112088,1,856918,323695,1,115033,409788,1,1,1,16546383,1,1,1,1,1708901,368264,1,1,1,1,510290,139311,1,1,1,1,1,31770596,1,1,1,1,1,5092650,9084037,73181635,507574,1,180887,181942,1,1,2228972,18267815,31952537,510290,2029097,17029678,4758655,10036481
MR,87580304,39845681,24990525,4616376,1312079,2257201,4499354,8887789,418057,39845681,20796077,4194449,3651016,763427,201935,541714,434703,123345,212320,1,336858,1920344,1,1,1,1,4499354,1,1,1,1,638247,6724466,1409140,1,115939,1,1,1,140960,277098,1,1,1,1,64834485,6367680,14363648,1898556,1,115939,1,1,1,753250,1,779206,7001563,6787063,6006061,21798785,44454382
KU,85313842,3353421,3830477,12710648,22974244,23333715,9828344,4859066,1707523,3353421,3321288,509190,11269121,291629,1149900,9899099,11224501,904597,946050,7380379,2455255,1700444,11163912,633729,3846572,1,2013223,1726667,1559332,682554,1435555,435447,1641569,103197,786152,330687,126465,953727,1,475850,1,1,1,277948,1,43399550,14916018,8009411,14090922,2979211,1365707,404412,148618,1,953727,1435555,4908966,9271429,14573756,26706881,17998004,7401303
UV,82252352,3719499,1068180,661158,3145642,8139695,11750314,29238669,14696155,3719499,519938,548243,110894,425585,124681,469812,1080953,1594879,1,1,1511191,5128638,1218004,281865,428384,1753600,8515897,868633,183804,1,1,11535105,4343647,9792613,3459752,107556,1,1,2159467,3307724,896159,2420974,5911835,1,1,5248523,19014138,24801918,15533039,8453539,8145798,1,803174,151259,1057776,3603871,17547976,8345796,24668918,16560700,4624374,4674285
DT,81648333,3231523,4876906,1921332,24714286,5552540,17227613,4038280,12144275,3231523,2442139,2434768,183899,1620218,117217,244592,1,21237778,3231918,1,1,1960731,138772,3453039,1,1,2419962,174164,9060424,5573066,1,1,1,236516,175497,1,3626269,1,1,1,1,117417,1,6483437,5543423,6102150,4054985,25735685,4499179,15077669,5573066,11239515,6705038,1527138,158215,1056154,646717,1128025,3018484,3953504,41814972,29872269
HD,80544317,1502101,6569864,2764302,1251090,134160,4143387,30233958,13165173,1502101,1340847,5229018,556120,223042,1985142,1,1,1138823,112268,1,1,134160,1,1,1,215412,125865,3530829,271284,1,1,1,1,19677506,10402326,154128,1,1,1,1,11466060,1699114,1,1,1,3399066,5667470,3383987,55389230,12550441,154128,1,1,1,202214,5202104,15198255,11859190,21502483,14623432,3128120,8828526
AA,79794788,7570779,13589223,13273899,21945260,10398856,2203171,1074671,4271284,7570779,5911142,7678082,934485,10475557,1863859,5861683,3779594,11948809,355177,959113,1459307,1686249,6142260,151931,107601,959137,475443,554634,106360,1,116312,469595,374629,1,1,1,114138,1,1,1,613966,1,937582,2719738,1,21461109,25762946,16669234,8280650,561267,937582,2977020,2120846,1,942218,320821,1080776,2906842,7796431,10017546,38466986,17733961
XX,79068247,7209350,15339068,21806275,21319105,10060870,3080994,252591,1,7209350,11261467,4077602,16869814,4320154,616309,12867344,7832594,464619,154551,5483908,3979880,597084,1,1,1155039,1637310,288647,1,1,1,1,126296,126296,1,1,1,1,1,1,1,1,1,1,1,1,54846917,21973831,2092951,154551,1,1,1,1,1,1,1,1281334,7247512,17135869,25299490,16046238,12057809
DF,78347493,2535459,5658836,604639,1,167445,20023047,19587479,7332521,2535459,1716909,3941928,379224,114308,111109,1,1,1,1,1,1,167445,1,1,1,1,8468315,11554733,1,1,1,1,1227144,10165879,8194458,1,1,1,1,1023178,1982523,3693498,633325,1,1,4631590,4056235,12458322,26118725,29864522,633325,283787,172946,1,637797,2592455,17346622,4626006,22784421,20929181,1831216,6588494
DB,78190244,5862144,2935941,1522724,939807,257510,8242518,39497216,10240237,5862144,1621239,1314703,856918,665807,1,685347,145662,1,108800,1,1,139852,117659,1,1,1,2008983,5050993,1182544,1,1,1,896213,38455626,145379,1,1,1,1,149158,7935155,2155926,1,1,1,9025645,2126170,3194203,53566520,7748975,1664059,864678,1,1,398871,1514748,1820646,11808551,45435744,6338800,3587246,7285645
JI,77899883,2391387,22979516,10585202,15841161,8433796,11333902,5359364,449643,2391387,22639384,340133,6493799,395352,3696053,10787199,250026,1616051,3187888,4184183,763645,1712196,1026624,747152,2946163,178731,525504,5787277,385531,1510701,688414,296193,956627,1578126,424491,1,1415518,1,1,1,1,308476,1,1,141168,50130523,2224075,8928370,11579912,1865647,1510701,1415518,245144,1,1,1110357,3242355,5319539,14066922,14667785,26062938,13429993
KR,76743395,1516408,483535,2312879,10575133,9812823,17452975,12505162,6330505,1516408,352271,131265,1497896,330206,484779,8992845,960118,427747,194426,8901506,1,160539,750780,1,11002096,4732111,182584,1400267,135921,1,2055726,121194,397528,5262703,4668015,1,1,1441696,3437767,1,879882,571163,1,1,1,36697498,10501273,1797216,19565632,6884119,1297662,1,1,1,2694490,7306271,21550772,15243793,15856345,8686831,1996921,2326875
XO,76097184,707961,693869,3729719,26991918,18862969,3148525,5780322,6674167,707961,270008,423862,1,3535309,194411,1,2216772,24630219,144929,1,10789902,6153788,1919281,1,1,682808,114025,2351694,1,1,1,2058980,2595588,432423,409062,284273,1,1,4516245,2157923,1,1,1,1,1,977968,28200642,37894776,7473042,409062,457060,152222,532419,1,3373713,5332967,6841620,3451182,11336348,11397411,31057627,1471160
CM,75144875,40791023,12607411,4184546,1,270328,1821503,2567005,12903065,40791023,6383292,6224120,2355630,1583045,245873,1,1,1,1,1,117522,152807,1,1,1,1704940,1,116564,1,1,1,2159652,407354,1,1,1,1,1,190592,12712474,1,1,1,1,1,49529943,11979866,13518505,116564,1,1,1,1,1,1,190592,14872125,2112293,117522,2624999,7966336,47261014
ZZ,75012596,222215,1,9674849,10757253,17192813,19540957,9204346,3939443,222215,1,1,1,257122,9417728,1,196929,10560325,1,1,137489,14081596,2973730,1,1,1,13794828,2911476,2834655,1,1,1,6922585,1921430,1,360333,1,1,1,2708001,1018531,212913,1,1,1,222215,591538,58499948,9536412,3878455,360333,237845,692330,1,129784,2164938,2845963,8065459,16066657,18421370,17678490,9639942
NX,73899577,375329,1,1376762,1434134,4555030,57614482,201407,7138835,375329,1,1,1,1,1376762,1,1,1,1434134,1,1,1,398591,4156440,1,53785646,1,1,199339,3629499,1,1,1,1,201407,1,1,1,7138835,1,1,1,1,1,1,375329,61084997,1376762,1832724,4557184,3796720,1,1,251991,160518,7138835,1,53952867,1,201407,597929,11848026
YG,73102463,216534,640675,1,821526,36288619,11332320,6709719,5592173,216534,1,640675,1,1,1,1,821526,1,1,1,2092837,34195783,1,1,1,7247757,1129189,2832485,1,122892,1,2052456,917079,3740186,1,1,1,1,1203705,184158,3357960,704647,141707,1,1,216534,14859873,38112717,14885268,814843,1840200,1,2134544,238491,1303840,3514834,6784190,12380367,9660875,37991498,1,980099
XY,72645838,1092009,1491885,2979310,6756763,38148844,1959224,4943039,5745968,1092009,958113,533773,1,1,2979310,947159,1,1,5809605,818151,34022594,1,1,3308101,1,148522,1,1,1,1810703,1,1044215,1,1,739925,2411483,747419,294485,289047,1,1,681656,1,1,4480783,4109913,37951292,3200782,6435807,5706767,7997570,1398433,5468807,376475,1718225,1709023,1279012,3387734,37296554,739925,3369595,20999274
KG,72267692,15112127,2362390,1,1,304039,1,1,397590,15112127,1936452,425939,1,1,1,1,1,1,1,1,1,1,304039,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,397590,1,1,1,1,17048578,425939,1,54391333,401845,1,1,1,1,1,5374056,48438931,676154,1,1,2240490,15538065
TB,71746168,2364468,6001494,2471829,121159,1440060,3394058,31399257,14795238,2364468,5754416,247079,1817487,240399,413945,121159,1,1,1,1,117846,512137,810079,1,251618,1,2323930,818512,1,1,1,1,12670248,18729010,1,1,1,1,1,3547675,6631169,4616396,1,1,1,10309144,605322,19896899,27775932,7441247,5558004,159626,1,1,387831,249306,5846301,20517620,31337633,3148134,6804892,3025490
DC,71030078,19464016,9019689,2250026,193445,311728,1594742,3504113,14364511,19464016,2995661,6024029,103236,1023917,1122875,1,1,193445,1,1,149282,162447,1,1,1,1,112639,1482104,1,1,1,1,234112,3090047,179956,1,1,1,1,1792081,1948317,10624115,1,1,1,22562911,7197226,5132037,7744344,28393564,1,1,1,1,3615413,11317855,3377627,5991431,13976080,1927740,4213021,26610918
BD,69761166,3711553,3777334,616395,3902738,4530646,13083332,6453748,15787892,3711553,826081,2951254,111792,101533,403072,1,3681524,221215,1,1,206405,3171811,1152432,1,1,8041992,4914144,127198,1,1,1,5108830,1344919,1,1,1,1,1,14412722,696147,1,412454,266572,1,1,4649424,36249224,24384145,1607385,2186298,266572,295145,1,122980,7559972,18831286,5928435,11160274,5533001,7358893,2301258,7065877
SG,69588686,1316922,2082781,1239664,1,1907207,13319620,13166858,12843124,1316922,1395489,687293,239142,668694,331830,1,1,1,1,1,1319766,480644,106799,1,1,1,5695668,7623953,1,1,1,1,12691671,342193,132996,1,1,1,1,12106451,432316,304359,1,1,1,2951551,2675751,39826838,9338150,9417060,4636095,286897,347616,1,6486142,6439414,17932427,15499800,8133715,8476732,2170980,2336043
WY,68368954,391665,1422011,3073340,10093882,25844037,25918307,602230,691877,391665,875030,546982,1841110,348643,883589,5006572,924996,589817,3572500,665787,287285,23719747,829121,342101,5622023,285831,16422114,1,542801,3045542,602230,1,1,1,1,1,1,457840,1,107397,1,1,126642,1,1,15572013,2393733,41722660,4401620,884901,3172183,1,221850,1,457840,602230,5729419,951617,21715969,26834341,3185408,8782374
ZY,66473189,123954,1,8212009,17810020,19819232,11193749,2057186,3409914,123954,1,1,1,1,8212009,1,1,1,17810020,748396,173190,14713065,449363,3735222,597482,1,10410959,185310,1,1,1,1,1,679121,1378066,1,1,551501,1,2204577,1,222734,168284,1,262822,2021330,173190,35970986,19123811,6748671,375270,1683564,262822,113553,551501,484479,3659631,2742415,11692987,16444722,562915,30144023
AQ,63283983,779098,858712,12837470,5161594,12235546,20975230,6351308,1797291,779098,115715,742998,1488871,328095,11020506,892736,474026,3606542,188293,1081509,1100241,9259507,1,794292,16546978,453265,3649026,325964,1,1,5052598,713001,115421,470291,1,1,1,1396828,1,1,1,400464,1,1,1,28461836,4144619,27650998,1260279,1194755,113278,458224,1,1,1396828,5165875,17646988,1650193,6512754,11895311,4050350,13525183
HF,63249925,1639474,2232329,1,1,1,1937711,34618279,3120122,1639474,421325,1811005,1,1,1,1,1,1,1,1,1,1,1,1,1,1,437119,1500593,1,1,1,1,105280,272491,34240510,1,1,1,1,1,856141,700976,1563007,1,1,2060798,1811005,542398,3629033,48478141,2357572,1788248,2582737,1,1,5211199,542009,11299954,3003158,39180359,421325,3450478
CD,62905911,16486816,11718690,7352613,473471,492511,902660,10142352,14271709,16486816,6569683,5149008,1967803,329507,5055305,348774,1,124698,1,1,1,128817,363695,1,1,1,286495,1,616166,1,1,6875703,1,3050892,1,215759,1,1,2747480,6897122,4627109,1,1,1,1,25373073,15101695,13370490,8041694,803205,215759,1,1,1,1,3625537,13772824,4814148,3686159,2096619,8219503,26691127
VU,62384928,1250251,912995,2084837,6649890,9111751,4434813,7622212,5347009,1250251,912995,1,291915,1530829,262095,1161761,679082,4809049,1,7372768,381234,189508,1168244,1,2187494,114474,1248438,401342,483069,1,2659888,360369,1163796,1289708,1,2148455,1,1209680,1993065,1435747,708520,1,1,1,1,33500603,5059048,9883426,9635521,709015,2148455,174206,751823,261075,1572097,8327870,7027569,9585501,4255343,1822918,11052636,1512345
KW,61416539,2105156,1121093,1055021,803710,1,9005483,21921650,19929228,2105156,952359,168735,1055021,1,1,803710,1,1,1,1,1,1,1,1,442837,1,6905775,1543710,113164,1,552503,1,1,21152929,216220,1,1,497170,1,1740611,8213952,9477498,1,1,1,6615059,168735,9604727,32708837,11360959,1,1,1,127541,3065166,659848,2590364,9442363,39298135,2814949,1065522,2273890
ZU,60692847,10677690,13953010,3135808,2908855,6657059,8201751,6365206,6537647,10677690,12348757,1604254,2411289,367907,356614,636089,1482182,676568,114019,4342057,1,2002076,312928,1,598186,1,439815,6807426,1,356327,1512692,1,126484,4726032,1,1,1,524689,1,1,1,4868188,1037311,107462,1,33605621,3454341,3601553,12064034,6194324,1665518,107462,1,1,524689,1512692,729514,5663348,10942002,13740280,13813618,13108900
BN,59062123,1603272,7502562,8751200,1146003,1308719,3114718,19183718,3411255,1603272,1748867,5753696,1,1,8751200,1,1146003,1,1,1,217672,1091048,1,1,1,1,185953,2928766,1,1,1,14195399,1,2011735,2976586,1,1,1,1983939,601650,1,825668,1,1,1,3352138,35047900,11250139,5046617,4365333,1,1,1,1,2746625,2120263,14903165,563081,3241025,8142400,1748867,16108166
IH,58966345,1405785,8311166,6109109,9892736,1181672,1107688,3457295,2090147,1405785,6490313,1820854,1940976,754964,3413171,2463346,6184306,965378,279709,1,1037279,144394,1,1,1,1,869727,128040,109923,1,1,1857890,1,682490,916917,1,1,1,412875,885948,396769,394558,1,1,1,12300417,12739930,6278614,9528079,1940719,15906022,1,106949,1,3719771,2239207,4669784,1279171,20743584,9314629,8320575,6919516
TG,55522878,1446202,1236362,1,145956,423885,4394634,18738412,13749206,1446202,795833,440530,1,1,1,1,1,145956,1,1,1,423885,1,1,1,1,2451336,1943299,1,1,1,1,3554247,14402200,781967,1,1,1,1,1863568,7773929,4111711,1,1,1,2242034,440530,9031205,36878430,6794364,1,1,1,1,4828963,929961,9339985,12148386,20965245,3149149,941788,1886731
XV,55076716,9711450,13311510,12521947,11953628,4597883,1605390,126296,1248619,9711450,9893803,3417708,7621966,3279922,1620061,7240952,2984517,1586257,141905,183518,2810428,1463384,140556,1,124114,1,1348664,132614,1,1,1,1,1,126296,1,1,1,1,1,1,1248619,1,1,1,1,34775798,12492572,6018363,1789986,1,1,1,1,1,1,1,124114,1432136,11526337,12202478,14900535,14891121
UZ,53873804,215230,1526917,7574989,10941142,11927070,14624577,4406744,398043,215230,150131,1376787,1,2748658,4826332,459062,6449368,3588851,443864,320913,10699300,372649,221799,312413,1,12710246,226344,673103,1014887,1,1,3569423,1,124861,1,1,712462,1,398043,1,1,1,1,1,1,1939476,39030997,9152135,1606140,1432599,1,712462,1,1,1079179,536005,3711939,13136458,11509564,7495118,7724322,7887083
BC,53278097,7794347,18054468,1866707,124698,499527,943496,1035212,348447,7794347,4434621,13619848,131601,1069301,665807,1,124698,1,1,1,128817,370711,1,1,1,1,943496,1,1,1,1,1,1035212,1,1,1,1,1,1,348447,1,1,1,1,1,12360567,14942661,25974871,1,1,1,1,1,1,3935871,4033840,348447,1035212,1072312,627008,5503921,22080000
XF,52374240,222249,1,1,311834,49518637,957605,179225,1,222249,1,1,1,1,1,1,311834,1,1,1,49518637,1,1,1,1,1,957605,1,1,1,1,1,179225,1,1,1,1,1,1,1,1,1,1,1,1,222249,51015164,1136829,1,1,1,1,1,1,113913,1,1,179225,50476241,311834,1,222249
YZ,51097954,185889,850359,1,147371,542833,10619430,17176114,19163025,185889,1,850359,1,1,1,1,1,147371,1,1,1,159794,177434,205607,1,103696,1,1,10515735,1,1,1,1,1,16311537,864578,1,1,6927965,1,1,7801343,4226095,207625,1,185889,8376639,307164,177434,35221891,5813186,1015757,1,1,494622,6927965,1,491368,8523857,21505556,11912739,1241853
KM,50449221,17117314,1414445,1,646595,102871,17169331,3800625,2892014,17117314,1414445,1,1,1,1,171469,475127,1,1,1,1,102871,1,1,1,1,1,17169331,1,1,1,1,1,1364922,2435704,1,1,1,1,1,637169,2147321,107526,1,1,18703226,475127,102871,23101074,5201548,2865380,1,1,1,378533,3132450,1216357,1477986,5421588,20290555,1414445,17117314
DP,48855639,2664241,15344609,1978984,484471,155055,3006414,4073172,2264914,2664241,2204120,13140490,363943,275806,1339237,1,1,484471,1,1,1,155055,1,1,1,1,594568,391566,2020282,1,1,1,2796982,1276191,1,1,1,1,1,842650,1132327,289939,1,1,1,5232302,13416295,6440040,5584225,18076003,1,106779,1,1,1,5226183,3790876,14531908,2160696,1017340,4984676,17143966
LH,45643027,2611491,1013029,673125,15038416,1987070,8772484,4081017,2945064,2611491,895953,117077,402047,1,271079,784480,1,14253937,1,1,270994,1505039,211039,1,1,1,8540445,117596,1,114445,1,584104,1126569,1898773,1,471574,1,1,1,700063,912183,1179196,153625,1,1,4693968,972173,30058912,4603937,2544818,2643724,1,125501,1,2227443,2917899,2152701,3850768,13028093,2178304,15832500,3114089
WF,45330552,661724,777181,124658,10752279,8179502,2235657,14321362,2156598,661724,163287,613895,1,124658,1,1,10752279,1,1,1,1,8179502,1,1,1,1931792,303866,1,1,1,1,1,2884041,6085750,5351573,1,1,1,151872,1,286451,1,1718277,1,1,825010,13574492,15371005,7065667,6339605,2154778,1,1,1,1,860548,693468,6411117,6389615,26001628,287944,1275618
KF,44759609,467529,1,227289,1,1,1,7367656,30797441,467529,1,1,107627,1,119663,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3402194,3965463,1,1,1,1,1,4472949,26324493,1,1,1,575155,1,119663,7994595,35947777,1,122423,1,1,1,1030610,2625471,6716567,29726686,4073089,1,587191
PF,41022264,2513004,2177397,891482,3791657,966090,23953970,2216173,1623182,2513004,1325686,851712,138318,1,753165,316245,1,1,3475413,325196,1,405394,1,235502,796351,185114,193802,22778706,1,1,975691,1,133564,1106920,1,1,1,1,1,1,726251,118585,491383,1,286966,6390485,1036825,1485922,30077191,354086,491383,575621,286966,1,176549,1552111,2033287,1370122,1735549,24389418,1325686,8439549
CF,39704312,28689496,7564540,1061603,151384,1,1,418991,1229057,28689496,5033440,2531101,856873,204731,1,1,151384,1,1,1,1,1,1,1,1,1,1,1,1,1,1,418991,1,1,1,1,1,1,1229057,1,1,1,1,1,1,34579807,4535260,589247,1,1,1,1,1,1,1,1818303,418991,1,1,1008256,5238170,31220596
MT,38538710,8459418,8193136,1404819,4759158,13328774,675159,839190,124816,8459418,4139539,4053598,240399,671810,492612,344372,1,3776090,638698,1,326001,1309116,10279342,1414318,1,1,1,1,675159,1,1,1,522258,1,1,1,316933,1,1,1,1,1,1,124816,1,13183725,5051407,6249155,10918039,2089476,1,1046913,1,1,149083,1,1,522258,670372,2154679,19666751,15375572
YU,37436236,3762700,2718468,8534637,4083831,3886893,2143197,3507036,718364,3762700,2022618,695851,7657889,651518,225232,3391702,345200,346931,1,1190675,916677,457870,1,1321674,1544702,235761,1,1,362736,1,2567501,291629,1,312231,335678,1,1,349337,369028,1,1,1,1,1,1,29077385,3667883,1030031,1530938,2020086,1,109918,1,1,974149,2936528,1836330,1426435,4730525,8796634,3383800,6005454
CP,37067424,5991860,22562296,2882133,2380847,260173,347990,171231,1234873,5991860,12776157,9786140,1559361,106979,1215795,1,1,505538,1875310,1,260173,1,1,1,1,129117,1,218874,1,1,1,1,171231,1,1,1,1,1,1234873,1,1,1,1,1,1,20327376,11517278,3128590,2094183,1,1,1,1,1,1,2470901,1,300347,260173,1778234,13388672,18869102
PB,36901496,3204466,3872943,464210,1,546544,1162239,16392597,5059732,3204466,2502003,1370941,320114,144097,1,1,1,1,1,1,546544,1,1,1,1,202273,959967,1,1,1,1,1,2157280,14235318,1,1,1,1,290807,823657,3241650,703621,1,1,1,6026581,4943702,3940902,21022402,967913,1,1,1,1,4911030,1201369,936545,5865493,16445447,320114,2646099,4575406
TD,36539511,1868024,14147634,761141,4669008,415352,7667705,5306674,665641,1868024,1216538,12931097,207773,553369,1,1,344372,3823683,500955,1,1,415352,1,1,1,1,7667705,1,1,1,1,1,4046751,1259924,1,1,1,1,1,198014,139748,327881,1,1,1,3292333,13828836,16293401,2286768,507393,1,330785,1,1,386144,1,198014,4366010,9255508,1298279,5593588,15300074
ZL,35456852,271070,1,197747,818293,11110663,13729203,6701293,824061,271070,1,1,1,1,197747,104656,1,1,713638,140010,1,286491,10684164,1,1,1,1145681,10774146,1809378,1,1,1,106235,6050564,544496,1,1,1,1,191796,1,419354,212913,1,1,515734,1,1927946,28823268,2911188,1043801,234920,1,1,1,1,1499099,384206,7844596,12052962,12493541,1182453
SV,35005006,1142619,4880400,920983,104051,616380,891599,1358353,3830269,1142619,3189432,1690969,540256,197241,183488,104051,1,1,1,435665,180716,1,1,1,773458,118142,1,1,1,1,1358353,1,1,1,1,1,1,1,1,1,1050804,2779466,1,1,1,7686366,2187065,183488,1050804,20368458,1922856,112595,1,1,301313,2959758,1381873,20059566,3215963,540256,3386672,3017074
HC,34631552,1658018,7525815,941601,572597,126557,1,920040,2865917,1658018,4408765,3117051,204731,736871,1,1,1,572597,1,1,1,126557,1,1,1,1,1,1,1,1,1,1,412732,507309,1,1,1,1,1,1,203631,2662287,1,1,1,6271512,3853921,1111884,710939,14198348,6331390,1,1,573730,1,2153564,7349731,5085561,9218116,331287,5718231,4775068
MG,34537024,27981307,5340453,367427,1,1,1,269868,1,27981307,3775520,1564934,230057,1,137371,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,100768,1,169101,1,1,1,1,1,1,1,1,1,1,1,31986882,1665701,137371,747073,1,1,1,1,1,1,293026,385715,1,169101,230057,3775520,29683610
PW,34037461,926292,857537,1,1,15971305,9806453,2035649,2763942,926292,857537,1,1,1,1,1,1,1,1,1,15971305,1,1,1,1,9171671,634783,1,1,1,1,379444,252207,1404000,1,1,1,1,579105,1,1827064,357775,1,1,1,1783828,26101522,886989,4722192,542934,1,1,1,1,1,1782751,852086,11250940,18367860,1,857537,926292
GF,33962537,831575,2997077,792503,1,1,362409,3401557,1936895,831575,777641,2219437,1,260613,531891,1,1,1,1,1,1,1,1,1,1,1,362409,1,1,1,1,1,1,1297167,2104391,1,1,1,1,1,1936895,1,1,1,1,1609215,2480049,894299,5682937,2936936,4935225,15246972,176911,1,1,825999,2226769,8591122,2531193,15166306,1038253,3582901
PD,33798377,3312297,8772760,1954442,100392,7928464,8753458,2719380,1,3312297,5025223,3747538,721674,1,1232769,1,100392,1,1,1,7928464,1,1,1,1,7708845,1,1044614,1,1,1,2236953,1,374542,107887,1,1,1,1,1,1,1,1,1,1,9059192,21722188,1232769,1676345,107887,1,1,1,1,257191,1,2236953,7708845,8303005,1974564,5025223,8292602
